Name,urlwebsite,keywords,Description_French,Description,Description_cleaned
easyblue,http://easyblue.io,assurance / outils pour entrepreneurs et créateurs,"Easyblue, c'est l’assurance feelgood des entrepreneurs ! Leur mission aider les entrepreneurs à comprendre et à mieux gérer leurs risques professionnels. ",Easyblue is insurance feelgood entrepreneurs! Their mission to help entrepreneurs understand and better manage their business risks.,easyblu insur feelgood entrepreneur mission help entrepreneur understand better manag busi risk
popee,http://www.popee.co,Abonnement / bien-être / E-commerce / made in france / maison / recyclage / santé,"Popee, c'est le papier toilette : ♻️ En matière recyclée, provenant de papiers de corbeilles de bureaux d'entreprises françaises 🇫🇷 Fabriqué intégralement en France, de la matière première à la chaîne logistique 🍑 Sans produit toxique ","Popee, the toilet paper: In ♻️ recycled material, from paper baskets of French corporate offices 🇫🇷 Made entirely in France, the raw material supply chain 🍑 No toxic",pope toilet paper ♻️ recycl materi paper basket french corpor offic 🇫🇷 made entir franc raw materi suppli chain 🍑 toxic
yeldaai,https://www.yelda.ai/,voix,Le premier assistant virtuel vocal des entreprises.,The first voice virtual assistant businesses.,first voic virtual assist busi
voulez-vous,https://voulez-vous.club,BtoB / Alimentation saine et durable / agriculture raisonnée / cuisine / Livraison à domicile / repas,"Votre cantine flexible, gourmande et éco-responsable ","Your flexible canteen, gourmet and ecologically responsible",flexibl canteen gourmet ecolog respons
maria-schools,https://www.mariaschools.com/,,Etablissement de formation aux métiers d'avenir,Establishment for training in the future,establish train futur
paraswapio,https://paraswap.io/,,Agrégateur d’échanges décentralisés,Aggregator decentralized exchanges,aggreg decentr exchang
welcome-work,https://welcomeatwork.com/,,"Premier concept de création, gestion et animation des parties communes d'immeubles de bureau, favorisant l’épanouissement des Résidents ","First concept creation, management and animation of the common areas of office buildings, promoting the development of Residents",first concept creation manag anim common area offic build promot develop resid
qobuz,https://www.qobuz.com/fr-fr/discover,,Service de streaming et de téléchargement musical français,streaming service and music download French,stream servic music download french
ubble,https://www.ubble.ai/fr,API / B2B / cybersecurité / logiciel / SaaS / UI/UX,"ubble est un service de vérification d'identité en ligne, qui utilise l'IA et le live-video streaming pour offrir une expérience utilisateur de premier rang, sans compromettre la sécurité grâce à une solution équivalente à un face-à-face. ","ubble is an online identity verification service, which uses AI and the live-streaming video to provide a leading user experience without compromising security through a solution equivalent to a face-to-face.",ubbl onlin ident verif servic use ai live-stream video provid lead user experi without compromis secur solut equival face-to-fac
testing-studio,https://testingstudio.io/,A/B Testing / application / website,La société de test pour les sites Web et les applications mobiles. Nous fournissons des services de test d'assurance qualité pour tout produit qui apparaît sur un écran et interagit avec un être humain.,The testing company for websites and mobile apps. We provide quality assurance testing services for any product that appears on a screen and interacts with a human being.,test compani websit mobil app provid qualiti assur test servic product appear screen interact human
teamii,https://www.teamii.co,bien-être / conseil / engagement,Teamii est votre nouveau partenaire RH pour améliorer la satisfaction et l'engagement de vos collaborateurs.,Teamii your new HR partner to improve the satisfaction and commitment of your employees.,teamii new hr partner improv satisfact commit employe
patrivia,https://patrivia.net/home,,Premier service de promotion et de billetterie en ligne dans le patrimoine,First service promotion and online ticketing in heritage,first servic promot onlin ticket heritag
la-bouche-rouge-paris,https://www.laboucherougeparis.fr/,,"Maison de rouge à lèvres révolutionnaire. Rechargeable, eco-responsable et pur ","House red lips revolutionary. Rechargeable, eco-friendly and pure",hous red lip revolutionari recharg eco-friendli pure
wechooz,https://www.wechooz.fr,RH,"Simplifie le dialogue social en entreprise via différentes solutions clé en main (élections du CSE, vote électronique...) ","Simplifies Social Dialogue in business through various turnkey solutions (SSC elections, electronic voting ...)",simplifi social dialogu busi variou turnkey solut ssc elect electron vote ...
dae-pro,https://www.dae-pro.fr/,Santé sécurité au travail,"DAE-Pro.fr est une boutique en ligne spécialisée dans les défibrillateurs automatique externe (DAE), électrodes, batteries, supports et armoires pour les entreprises de toute taille (TPE, PME, professions libérales, etc). ","DAE-Pro.fr is a specialized online store in automated external defibrillators (AEDs), electrodes, batteries, racks and cabinets for companies of all sizes (small, medium, professionals, etc.).",dae-pro.fr special onlin store autom extern defibril a electrod batteri rack cabinet compani size small medium profession etc
goodvest,http://www.goodvest.fr,environnemental / epargne / FinTech / investissement / social,L'épargne responsable qui vous permet d’investir dans un avenir meilleur pour vous et pour le monde.,The responsible savings that you can invest in a better future for you and for the world.,respons save invest better futur world
supermood,https://www.supermood.com/,,Leader français de l'engagement collaborateur et de l'accompagnement des organisations qui se transforment,employee engagement as French leader and support organizations that turn,employe engag french leader support organ turn
swan,https://www.swan.io/,,Plateforme permettant aux entreprises de proposer des services bancaires à leurs clients,Platform enabling companies to offer banking services to their customers,platform enabl compani offer bank servic custom
world-gaming-federation,https://wgf.gg/,communauté sportive,AGENCE SPÉCIALISTE DES PROJETS ESPORT,SPECIALIST AGENCY PROJECTS ESPORT,specialist agenc project esport
computablefacts,https://computablefacts.com/,cybersecurité / Infrastructure / SaaS,PROTÉGEZ-VOUS DES CYBER RISQUES. Un service de surveillance intelligent qui garantit une couverture complète du périmètre externe de votre entreprise.,GUARD AGAINST CYBER RISK. An intelligent monitoring service that ensures full coverage of your company's external perimeter.,guard cyber risk intellig monitor servic ensur full coverag compani 's extern perimet
hephaistos,http://hephaistos.ai/fr/home-francais/,MedTech / santé / Software,Héphaïstos est une société de conception de logiciels d’imagerie médicale qui aide les pathologistes à prendre des décisions diagnostiques plus rapidement et de façon plus éclairée dans le cadre du dépistage des cancers.,Hephaestus is a design of medical imaging software company that helps pathologists in making diagnostic decisions faster and more informed way in the cancer screening.,hephaestu design medic imag softwar compani help pathologist make diagnost decis faster inform way cancer screen
